Date,Open,High,Low,Close,Adj Close,Volume
2015-06-12,160.831741,160.898666,159.359467,159.646271,120.134941,3206095
2015-06-15,159.646271,159.646271,157.026764,158.948380,119.609779,4441002
2015-06-16,159.015289,160.038239,158.613770,159.502869,120.027061,3399291
2015-06-17,159.655838,160.468445,158.795410,159.818359,120.264481,2994698
2015-06-18,159.703629,161.300186,159.703629,160.850861,121.041428,3484121
2015-06-19,160.248566,161.013382,159.435944,159.646271,120.134941,7399404
2015-06-22,160.277252,160.936905,159.847031,160.353729,120.667328,2443247
2015-06-23,160.975143,162.495224,160.200760,161.204590,121.307602,3871874
2015-06-24,161.290634,161.414917,159.493301,159.627151,120.120575,3711313
2015-06-25,160.420654,160.736145,158.776291,158.776291,119.480278,2519709
2015-06-26,158.919693,159.474182,157.963669,158.183563,119.034256,9357516
2015-06-29,156.711288,158.078400,155.726578,155.803055,117.242889,3467176
2015-06-30,156.778198,156.787766,154.990433,155.506699,117.019890,3762776
2015-07-01,156.759079,158.326965,156.405350,157.256210,118.336411,3362367
2015-07-02,157.791580,158.049713,157.189301,157.829834,118.768097,2983924
2015-07-06,156.625244,157.963669,156.328873,157.485657,118.509079,3221471
2015-07-07,157.686417,158.078400,155.095596,157.743790,118.703308,3713195
2015-07-08,156.787766,157.686417,155.525818,155.984711,117.379593,2904010
2015-07-09,158.068832,158.231354,156.500961,156.644363,117.876007,4392886
2015-07-10,158.374756,160.038239,158.240921,159.608032,120.106209,4747062
2015-07-13,160.544937,162.418732,160.152969,161.931168,121.854347,4423534
2015-07-14,161.978973,162.084137,160.841293,161.195023,121.300392,3164464
2015-07-15,161.070740,161.826004,160.611862,161.118546,121.242851,2089908
2015-07-16,162.017212,163.565964,161.720840,163.479919,123.019852,3692275
2015-07-17,162.839386,164.933075,162.619507,164.923523,124.106117,4556794
2015-07-20,165.191208,166.137665,164.569794,165.602295,124.616913,7717179
2015-07-21,157.112808,159.034424,154.894836,155.898666,117.314842,14384906
2015-07-22,155.573608,155.898666,152.676865,153.298279,115.358063,7512163
2015-07-23,153.221802,155.592728,152.801147,154.617584,116.350830,5265773
2015-07-24,154.196945,154.808792,152.399612,152.724670,114.926422,3951997
2015-07-27,152.007645,153.135757,151.625244,152.074570,114.437210,3876685
2015-07-28,152.877625,153.145309,151.529633,153.011475,115.142212,2846166
2015-07-29,152.963669,154.397705,152.380493,154.005737,115.890434,3533806
2015-07-30,153.441681,154.302109,152.724670,153.881454,115.796867,2086456
2015-07-31,154.302109,154.933075,153.565964,154.866150,116.537903,3744889
2015-08-03,154.588913,154.732315,150.956024,151.730408,114.178192,4828022
2015-08-04,151.434036,151.835571,149.971313,150.669220,113.379662,5502588
2015-08-05,152.103256,152.523895,150.554489,150.956024,113.595482,3632549
2015-08-06,150.219879,150.611862,149.311661,149.445511,113.392372,3143021
2015-08-07,149.034424,149.378586,147.552582,148.298279,112.521919,3969465
2015-08-10,149.875717,150.544937,149.254303,149.856598,113.704315,4825616
2015-08-11,149.101334,149.130020,148.049713,148.671127,112.804825,3312787
2015-08-12,147.476105,149.636703,147.179733,149.292542,113.276329,3724074
2015-08-13,149.196945,149.225616,147.533463,148.250473,112.485657,2649936
2015-08-14,148.183563,149.340347,147.782028,148.900574,112.978889,3374814
2015-08-17,148.374756,149.799240,147.896744,149.435944,113.385094,2353082
2015-08-18,148.671127,149.636703,148.422562,149.149139,113.167480,2111142
2015-08-19,148.326965,148.824097,146.663483,147.170166,111.665962,4399894
2015-08-20,146.022949,147.141495,145.793503,145.946457,110.737457,4196029
2015-08-21,144.837479,146.453156,142.160614,142.304016,107.973740,7700757
2015-08-24,137.160614,141.261948,136.711288,137.160614,104.071152,10658426
2015-08-25,140.478012,140.640533,134.435944,134.761002,102.250473,7398567
2015-08-26,137.753342,140.516251,135.889099,140.248566,106.414169,6508003
2015-08-27,141.969406,142.418732,139.254303,142.007645,107.748863,5205524
2015-08-28,141.252396,141.682602,140.707458,141.472275,107.342644,4263810
2015-08-31,140.898666,141.873810,139.827911,141.386230,107.277367,4281383
2015-09-01,138.537292,138.604202,135.611862,136.405350,103.498108,5514512
2015-09-02,138.374756,138.699814,136.883362,138.671127,105.217270,4447592
2015-09-03,139.627151,141.520081,139.359467,140.325043,106.472183,3769261
2015-09-04,138.212234,139.005737,137.017212,137.380493,104.237999,4394351
2015-09-08,139.445511,140.860428,139.254303,140.755264,106.798622,4114232
2015-09-09,142.198853,142.485657,138.479919,138.671127,105.217270,3564559
2015-09-10,139.435944,140.688339,138.154877,139.770554,106.051468,3620938
2015-09-11,139.493301,141.013382,139.263855,140.889099,106.900154,3258395
2015-09-14,140.889099,140.889099,139.015289,139.244736,105.652504,3375128
2015-09-15,140.152969,141.424469,139.349899,141.042068,107.016220,2842087
2015-09-16,141.338425,142.342255,141.051620,141.883362,107.654556,2927963
2015-09-17,141.587006,143.097519,140.822174,141.625244,107.458702,4187138
2015-09-18,139.627151,139.952194,137.648178,138.154877,104.825554,8342687
2015-09-21,138.996170,140.516251,138.546844,140.038239,106.254562,4000950
2015-09-22,138.260040,138.680695,137.447418,138.078400,104.767532,3728049
2015-09-23,137.868073,138.212234,136.472275,137.342255,104.208954,2797213
2015-09-24,136.328873,138.690247,135.707458,138.059280,104.753014,3431194
2015-09-25,139.149139,139.837479,138.173996,139.024857,105.485657,3634222
2015-09-28,138.068832,138.986618,136.204590,136.252396,103.382080,4515896
2015-09-29,135.745697,136.386230,134.942642,136.204590,103.345779,4982621
2015-09-30,137.370941,139.302109,137.342255,138.594650,105.159248,4127725
2015-10-01,138.919693,139.263855,135.363297,137.275330,104.158203,4059421
2015-10-02,134.847031,138.231354,134.378586,138.221802,104.876350,3194902
2015-10-05,139.407272,143.298279,139.407272,142.485657,108.111565,5367863
2015-10-06,142.504776,143.546844,141.959854,142.237091,107.922966,3156933
2015-10-07,143.441681,144.101334,142.313583,143.489487,108.873215,3117917
2015-10-08,143.107071,146.290634,142.724670,145.583176,110.461830,5014942
2015-10-09,145.755264,146.414917,144.617584,145.688339,110.541611,3693531
2015-10-12,145.697891,145.869980,144.216064,144.493301,109.634880,3376070
2015-10-13,144.149139,144.149139,142.619507,143.040146,108.532280,4095822
2015-10-14,143.021027,144.024857,142.466537,143.412994,108.815186,3507238
2015-10-15,144.273422,144.588913,142.045883,143.489487,108.873215,3636105
2015-10-16,143.833649,144.550674,142.695984,143.776291,109.090828,3643950
2015-10-19,143.260040,143.374756,141.854691,142.657745,108.242134,8320616
2015-10-20,136.223709,136.596558,134.101334,134.455063,102.018318,16762778
2015-10-21,134.082214,136.386230,133.173996,134.722748,102.221428,7312168
2015-10-22,135.506699,138.690247,135.391968,137.753342,104.520935,5840027
2015-10-23,138.250473,139.091782,137.380493,138.317398,104.948883,5617438
2015-10-26,138.384323,138.623322,136.912048,137.342255,104.208954,3649912
2015-10-27,137.198853,137.504776,131.290634,131.797318,100.001740,15698891
2015-10-28,131.854691,135.019119,131.453156,134.636703,102.156128,8902924
2015-10-29,134.187378,134.627151,132.906311,134.369019,101.953026,3881078
2015-10-30,134.263855,135.114716,133.747604,133.919693,101.612114,4167264
2015-11-02,134.321228,134.340347,133.432129,134.196945,101.822472,3998021
2015-11-03,133.862335,136.520081,133.747604,135.640533,102.917801,4549472
2015-11-04,136.281067,136.376678,135.086044,135.401535,102.736458,3678677
2015-11-05,135.382416,136.118546,133.489487,133.738052,101.474274,5331357
2015-11-06,132.504776,133.412994,131.806885,132.170166,101.225319,4963165
2015-11-09,131.854691,132.007645,128.948380,129.359467,99.072685,8447078
2015-11-10,129.407272,129.770554,128.221802,129.512421,99.189850,4728757
2015-11-11,130.105164,130.210327,128.585083,129.082214,98.860352,3310381
2015-11-12,128.776291,128.776291,127.160614,127.189293,97.410629,4917664
2015-11-13,127.103249,127.151054,125.860420,125.956024,96.466087,4826035
2015-11-16,125.994263,128.193115,125.994263,127.829826,97.901169,4383577
2015-11-17,128.317398,128.891006,127.447418,127.934990,97.981735,2944595
2015-11-18,128.862335,129.933075,128.355637,129.847031,99.446121,4340063
2015-11-19,130.219879,131.682602,130.028687,130.726578,100.119736,4972266
2015-11-20,131.328873,132.810699,131.214142,132.409180,101.408363,5414514
2015-11-23,132.437866,132.762909,131.089859,132.370941,101.379089,5374243
2015-11-24,131.596558,133.212234,131.271515,132.504776,101.481606,3564454
2015-11-25,132.284897,132.342255,131.338425,131.931168,101.042297,3387157
2015-11-27,131.931168,132.705551,131.175903,132.370941,101.379089,1480927
2015-11-30,132.514343,133.747604,132.428299,133.288712,102.082008,4754698
2015-12-01,133.441681,135.181641,133.441681,135.066925,103.443878,4388075
2015-12-02,134.732315,135.000000,133.365204,133.556412,102.287018,3896768
2015-12-03,133.938812,134.541107,132.112808,132.810699,101.715881,6181442
2015-12-04,132.017212,134.818359,131.921600,134.254303,102.821503,4781894
2015-12-07,133.996170,134.235184,132.705551,133.412994,102.177170,3430252
2015-12-08,132.198853,132.944550,131.481842,131.978973,101.078888,4084839
2015-12-09,131.338425,133.690247,130.238998,130.602295,100.024559,4827290
2015-12-10,131.003830,131.787766,129.751434,130.764816,100.149010,4416526
2015-12-11,129.282990,129.483749,128.021027,128.652008,98.530891,5579155
2015-12-14,129.359467,130.152969,128.126190,129.952194,99.526657,5380415
2015-12-15,131.357559,132.858505,131.242828,131.730408,100.888527,4433471
2015-12-16,133.001907,133.508606,131.730408,133.164429,101.986801,4545393
2015-12-17,133.221802,133.365204,130.315491,130.736145,100.127068,4277617
2015-12-18,130.411087,130.936905,128.365204,128.967499,98.772499,10487301
2015-12-21,129.856598,129.856598,128.126190,129.541107,99.211823,5875905
2015-12-22,129.904404,132.112808,129.684509,131.864243,100.991035,4459935
2015-12-23,132.217972,133.183563,132.036331,132.447418,101.437675,5402485
2015-12-24,132.342255,132.772461,132.036331,132.170166,101.225319,1563979
2015-12-28,131.682602,131.969406,130.535370,131.558319,100.756714,3287996
2015-12-29,132.170166,133.900574,132.122375,133.632889,102.345581,4125110
2015-12-30,133.441681,134.263855,133.097519,133.212234,102.023422,3126912
2015-12-31,132.954117,132.982788,131.520081,131.567871,100.764069,3621357
2016-01-04,129.636703,129.990433,128.336517,129.971313,99.541298,5469952
2016-01-05,130.745697,130.869980,128.919693,129.875717,99.468086,4105341
2016-01-06,128.470367,129.617584,127.743790,129.225616,98.970192,4509201
2016-01-07,127.820267,129.082214,126.606117,127.017204,97.278839,7348987
2016-01-08,127.323135,127.934990,125.544930,125.841301,96.378227,4981784
2016-01-11,126.013382,127.934990,125.965584,127.370934,97.549744,5203222
2016-01-12,127.772469,127.896751,125.363289,127.055450,97.308128,5312320
2016-01-13,127.629066,128.374756,125.334610,125.401527,96.041420,4916305
2016-01-14,126.128105,127.906311,125.449333,127.065010,97.315445,5972242
2016-01-15,124.292542,125.124283,123.202675,124.311661,95.206741,9422891
2016-01-19,124.388145,126.290634,122.428299,122.476097,93.800941,10438662
2016-01-20,113.250481,118.537285,112.810707,116.500954,89.224716,16901059
2016-01-21,115.965584,119.598473,115.277245,117.504784,89.993515,9258774
2016-01-22,119.187378,119.254303,116.414917,117.112808,89.693336,9663366
2016-01-25,116.730400,118.766731,116.290634,116.711281,89.385818,5696516
2016-01-26,116.873802,118.173996,116.864243,117.198853,89.759224,4830219
2016-01-27,117.332695,117.944550,115.344170,115.640533,88.565765,5257614
2016-01-28,115.927345,117.428299,115.688339,116.845123,89.488319,4123855
2016-01-29,117.858505,119.302101,117.552582,119.302101,91.370056,8627513
2016-02-01,118.929253,119.780113,118.269600,119.340347,91.399353,3739345
2016-02-02,118.231361,118.680687,117.246651,117.533463,90.015495,3438516
2016-02-03,118.537285,119.933075,116.912048,119.235184,91.318810,6509781
2016-02-04,119.579353,122.848946,119.502869,122.036331,93.464104,5508759
2016-02-05,121.625237,122.982796,120.315491,122.915871,94.137726,7507874
2016-02-08,120.458893,121.902489,118.671127,121.395790,93.923218,7702744
2016-02-09,120.573616,121.347992,118.326958,118.613770,91.770790,6231231
2016-02-10,119.502869,119.780113,114.569794,114.904396,88.900871,6766679
2016-02-11,113.556404,114.397705,111.759079,112.667305,87.170067,7643750
2016-02-12,114.015297,115.726578,113.145317,115.717018,89.529587,5163579
2016-02-16,116.472275,117.676865,116.003822,117.342255,90.787025,4248224
2016-02-17,118.269600,121.003822,117.829826,120.554497,93.272308,5042766
2016-02-18,124.282982,128.107071,124.043976,126.625237,97.969223,10409374
2016-02-19,126.539200,127.772469,125.086044,127.227531,98.435211,5361064
2016-02-22,127.227531,128.403442,126.586998,127.887192,98.945595,4662440
2016-02-23,127.284897,127.543022,126.204590,126.577438,97.932243,3597926
2016-02-24,125.764816,127.619499,123.977058,126.959846,98.228119,4312240
2016-02-25,127.428299,128.594650,125.124283,128.585083,99.485542,4558782
2016-02-26,128.594650,128.986618,126.147224,126.223709,97.658577,4587965
2016-02-29,126.195030,127.495216,125.143402,125.267685,96.918900,4631688
2016-03-01,126.424477,128.718933,126.223709,128.460800,99.389389,3962771
2016-03-02,127.820267,131.395798,127.361374,130.305923,100.816956,5457191
2016-03-03,131.185471,131.892929,130.086044,131.739960,101.926437,5393594
2016-03-04,131.491394,133.288712,130.994263,131.739960,101.926437,4150946
2016-03-07,131.242828,134.330780,130.850861,133.986618,103.664650,5408866
2016-03-08,133.565964,134.177826,131.376678,132.954117,102.865829,5835739
2016-03-09,133.183563,135.917786,133.107071,134.235184,103.856995,4609199
2016-03-10,135.028687,135.248566,132.017212,134.024857,103.694237,4205548
2016-03-11,135.497131,136.634796,134.330780,136.099426,105.299362,4625307
2016-03-14,135.764816,136.892929,134.837479,136.500961,105.609993,4235045
2016-03-15,135.506699,137.026764,135.315491,136.673035,105.743141,3878045
2016-03-16,136.347992,138.508606,135.860428,138.422562,107.096756,4416107
2016-03-17,138.412994,140.841293,138.097519,140.573608,108.761009,6089394
2016-03-18,140.917786,141.022949,139.110901,140.621414,108.797989,12645826
2016-03-21,140.822174,142.170166,140.267685,142.093689,109.937080,3892794
2016-03-22,141.548752,142.715103,141.338425,141.587006,109.545036,4269667
2016-03-23,141.491394,141.520081,138.747604,139.005737,107.547928,4983353
2016-03-24,138.604202,141.701721,138.135757,141.443588,109.434097,5276547
2016-03-28,141.252396,142.112808,140.755264,141.873810,109.766945,3415295
2016-03-29,141.099426,143.173996,141.013382,142.762909,110.454857,3282871
2016-03-30,143.355637,143.795410,141.797318,141.883362,109.774323,3484435
2016-03-31,143.202682,146.367111,142.791580,144.789673,112.022926,7092508
2016-04-01,143.891006,146.233276,143.642441,145.812622,112.814392,4106073
2016-04-04,145.640533,146.768646,145.229446,145.382416,112.481529,4112035
2016-04-05,144.770554,144.933075,143.068832,143.403442,110.950424,3490502
2016-04-06,143.307846,143.546844,141.309753,143.422562,110.965218,4387552
2016-04-07,142.514343,143.021027,141.491394,141.730408,109.655998,3831498
2016-04-08,142.504776,143.393875,141.606125,142.782028,110.469666,3445315
2016-04-11,143.652008,145.267685,142.657745,142.686417,110.395638,4023021
2016-04-12,143.030594,143.508606,142.045883,143.049713,110.676735,3761207
2016-04-13,144.120453,144.579346,143.049713,144.579346,111.860191,3314146
2016-04-14,144.837479,146.042068,143.766724,144.512421,111.808434,3322619
2016-04-15,144.397705,145.411087,144.321228,145.047806,112.222641,3825850
2016-04-18,145.047806,146.405350,144.827911,145.822174,112.821777,6884458
2016-04-19,140.028687,140.487579,136.338425,137.667297,106.512398,13796949
2016-04-20,137.896744,140.726578,137.667297,139.684509,108.073112,7064998
2016-04-21,140.133850,143.518158,140.019119,142.734222,110.432686,6294514
2016-04-22,142.868073,144.359467,141.013382,141.969406,109.840919,5430727
2016-04-25,141.644363,142.351822,140.640533,142.265778,110.070206,2979949
2016-04-26,142.112808,143.202682,141.395798,142.523895,110.269920,3116871
2016-04-27,142.782028,144.149139,142.418732,143.852768,111.298058,3254315
2016-04-28,143.164429,143.575531,140.277252,140.602295,108.783180,3965909
2016-04-29,140.047806,140.860428,137.848953,139.521988,107.947365,4420187
2016-05-02,140.114716,140.535370,138.078400,138.881454,107.451775,3663510
2016-05-03,138.288712,138.527725,136.615677,137.791580,106.608536,3749178
2016-05-04,137.055450,138.623322,137.007645,137.906311,106.697319,2695647
2016-05-05,139.531555,140.822174,139.053543,140.028687,108.339378,6800255
2016-05-06,138.489487,141.462708,138.116638,140.812622,109.997307,5121007
2016-05-09,141.204590,141.682602,140.544937,140.860428,110.034637,4500310
2016-05-10,141.720840,143.441681,141.242828,143.374756,111.998749,4176364
2016-05-11,143.126190,144.445511,142.198853,142.399612,111.237015,3235278
2016-05-12,142.648178,142.820267,140.640533,142.294449,111.154854,3398663
2016-05-13,142.246658,143.269592,140.936905,141.223709,110.318428,2508308
2016-05-16,141.156784,143.393875,140.956024,142.887192,111.617859,3210279
2016-05-17,142.648178,142.925430,140.812622,141.491394,110.527527,3651168
2016-05-18,141.481842,141.988525,139.923523,140.860428,110.034637,2605691
2016-05-19,140.038239,140.468445,137.629059,138.556412,108.234825,3855138
2016-05-20,139.302109,141.022949,139.149139,140.774384,109.967422,3840389
2016-05-23,141.118546,141.443588,140.210327,140.315491,109.608963,2200575
2016-05-24,140.420654,142.208420,140.420654,141.787766,110.759041,3064048
2016-05-25,142.380493,145.401535,141.969406,145.019119,113.283249,4555644
2016-05-26,144.885284,145.803055,144.407272,145.736145,113.843353,3203793
2016-05-27,145.650101,146.204590,145.458893,146.118546,114.142082,2570127
2016-05-31,145.850861,147.045883,145.573608,146.978973,114.814224,6105084
2016-06-01,146.271515,146.529633,144.875717,145.803055,113.895615,2785916
2016-06-02,145.879547,146.749527,145.430206,146.749527,114.634964,2764160
2016-06-03,145.697891,146.309753,145.028687,146.166351,114.179436,2435402
2016-06-06,146.357559,147.179733,145.640533,146.013382,114.059967,2488120
2016-06-07,146.567871,147.160614,145.946457,146.587006,114.507996,4670390
2016-06-08,146.778198,147.313583,146.309753,147.227539,115.008400,3070010
2016-06-09,146.195023,146.998093,146.013382,146.673035,114.575218,2114803
2016-06-10,146.070740,146.587006,145.181641,145.669220,113.791069,3264148
2016-06-13,144.961761,145.793503,143.671127,144.627151,112.977058,3776478
2016-06-14,144.627151,145.114716,143.785858,144.416824,112.812759,2997627
2016-06-15,144.799240,145.114716,143.977051,144.053543,112.528961,2364378
2016-06-16,143.585083,144.636703,142.447418,144.416824,112.812759,2561759
2016-06-17,144.321228,146.003830,143.977051,145.305923,113.507301,4878439
2016-06-20,145.889099,147.868073,145.812622,146.854691,114.717117,3736417
2016-06-21,147.380493,147.772461,146.931168,147.275330,115.045723,2887274
2016-06-22,146.988525,147.906311,145.573608,146.195023,114.201805,2964050
2016-06-23,146.701721,148.642441,145.889099,148.518158,116.016541,4151992
2016-06-24,143.374756,143.986618,139.751434,140.143402,109.474556,9500609
2016-06-27,139.751434,140.152969,136.233276,137.189301,107.166908,5248723
2016-06-28,138.412994,139.321228,137.877625,139.292542,108.809875,4181594
2016-06-29,140.057358,141.950287,140.009567,141.931168,110.871056,3522614
2016-06-30,142.313583,145.229446,142.131927,145.105164,113.350471,4149587
2016-07-01,145.105164,146.242828,144.741867,145.650101,113.776154,2780582
2016-07-05,144.541107,145.315491,144.130020,145.009567,113.275810,2578599
2016-07-06,145.172089,145.707458,143.326965,145.669220,113.791069,2687592
2016-07-07,146.032501,146.931168,145.210327,145.889099,113.962860,2236766
2016-07-08,147.227539,147.801147,146.347992,147.667297,115.351891,3180468
2016-07-11,147.801147,149.177826,147.705551,148.499039,116.001625,2964050
2016-07-12,149.139572,150.210327,148.680695,150.133850,117.278671,4020615
2016-07-13,150.812622,151.376678,150.152969,151.070740,118.010567,2872734
2016-07-14,151.826004,154.302109,151.606125,153.231354,119.698334,4850930
2016-07-15,152.868073,152.944550,151.529633,152.753342,119.324936,4682733
